Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-06 09:30:00-05:00,83.72000122070312,83.72000122070312,83.72000122070312,83.72000122070312,5148,0.0,0.0
2025-01-06 09:32:00-05:00,83.75,83.75,83.75,83.75,264,0.0,0.0
2025-01-06 09:33:00-05:00,83.75,83.75,83.75,83.75,150,0.0,0.0
2025-01-06 09:34:00-05:00,83.75,83.75,83.75,83.75,115,0.0,0.0
2025-01-06 09:35:00-05:00,83.75,83.75,83.75,83.75,216,0.0,0.0
2025-01-06 09:36:00-05:00,83.73249816894531,83.73249816894531,82.8949966430664,82.8949966430664,17073,0.0,0.0
2025-01-06 09:37:00-05:00,82.6500015258789,82.6500015258789,82.6500015258789,82.6500015258789,120,0.0,0.0
2025-01-06 09:38:00-05:00,82.4800033569336,82.4800033569336,82.4800033569336,82.4800033569336,257,0.0,0.0
2025-01-06 09:39:00-05:00,82.47000122070312,82.47000122070312,82.47000122070312,82.47000122070312,183,0.0,0.0
2025-01-06 09:40:00-05:00,82.96499633789062,83.45999908447266,82.94999694824219,82.94999694824219,11030,0.0,0.0
2025-01-06 09:42:00-05:00,83.33779907226562,83.33779907226562,83.30999755859375,83.30999755859375,1803,0.0,0.0
2025-01-06 09:43:00-05:00,83.26000213623047,83.26000213623047,83.26000213623047,83.26000213623047,262,0.0,0.0
2025-01-06 09:44:00-05:00,82.94999694824219,82.94999694824219,82.94999694824219,82.94999694824219,1987,0.0,0.0
2025-01-06 09:46:00-05:00,83.06999969482422,83.23999786376953,83.03970336914062,83.23999786376953,985,0.0,0.0
2025-01-06 09:47:00-05:00,83.0199966430664,83.0199966430664,83.0199966430664,83.0199966430664,831,0.0,0.0
2025-01-06 09:49:00-05:00,82.75,82.75,82.75,82.75,313,0.0,0.0
2025-01-06 09:51:00-05:00,82.86150360107422,82.9000015258789,82.86150360107422,82.9000015258789,440,0.0,0.0
2025-01-06 09:52:00-05:00,82.61000061035156,82.61000061035156,82.61000061035156,82.61000061035156,619,0.0,0.0
2025-01-06 09:55:00-05:00,82.91500091552734,82.91500091552734,82.73999786376953,82.73999786376953,643,0.0,0.0
2025-01-06 09:56:00-05:00,82.91500091552734,82.91500091552734,82.62999725341797,82.62999725341797,778,0.0,0.0
2025-01-06 09:58:00-05:00,82.91500091552734,82.91500091552734,82.91500091552734,82.91500091552734,593,0.0,0.0
2025-01-06 10:01:00-05:00,82.91500091552734,82.91500091552734,82.6449966430664,82.6449966430664,1340,0.0,0.0
2025-01-06 10:03:00-05:00,82.62000274658203,82.62000274658203,82.62000274658203,82.62000274658203,647,0.0,0.0
2025-01-06 10:05:00-05:00,82.62999725341797,82.62999725341797,82.62999725341797,82.62999725341797,226,0.0,0.0
2025-01-06 10:06:00-05:00,82.5,82.62999725341797,82.5,82.62999725341797,625,0.0,0.0
2025-01-06 10:07:00-05:00,82.51000213623047,82.51000213623047,82.36000061035156,82.36000061035156,1020,0.0,0.0
2025-01-06 10:08:00-05:00,82.37999725341797,82.38999938964844,82.16999816894531,82.16999816894531,3982,0.0,0.0
2025-01-06 10:09:00-05:00,82.16999816894531,82.16999816894531,82.16999816894531,82.16999816894531,609,0.0,0.0
2025-01-06 10:10:00-05:00,82.16999816894531,82.16999816894531,82.16999816894531,82.16999816894531,865,0.0,0.0
2025-01-06 10:11:00-05:00,82.38500213623047,82.87999725341797,82.38500213623047,82.7750015258789,2218,0.0,0.0
2025-01-06 10:12:00-05:00,82.51000213623047,82.51000213623047,82.51000213623047,82.51000213623047,646,0.0,0.0
2025-01-06 10:14:00-05:00,82.51000213623047,82.51000213623047,82.51000213623047,82.51000213623047,573,0.0,0.0
2025-01-06 10:15:00-05:00,82.5199966430664,82.79000091552734,82.5199966430664,82.5199966430664,8806,0.0,0.0
2025-01-06 10:16:00-05:00,82.52999877929688,82.56999969482422,82.52999877929688,82.54000091552734,1273,0.0,0.0
2025-01-06 10:17:00-05:00,82.54000091552734,82.54000091552734,82.54000091552734,82.54000091552734,618,0.0,0.0
2025-01-06 10:19:00-05:00,82.54000091552734,82.54000091552734,82.54000091552734,82.54000091552734,355,0.0,0.0
2025-01-06 10:20:00-05:00,82.62000274658203,82.62000274658203,82.54000091552734,82.54000091552734,942,0.0,0.0
2025-01-06 10:23:00-05:00,82.54000091552734,82.54000091552734,82.54000091552734,82.54000091552734,1304,0.0,0.0
2025-01-06 10:28:00-05:00,82.7699966430664,82.90499877929688,82.58000183105469,82.9000015258789,5175,0.0,0.0
2025-01-06 10:29:00-05:00,82.68000030517578,82.77999877929688,82.68000030517578,82.77999877929688,1420,0.0,0.0
2025-01-06 10:30:00-05:00,82.69000244140625,82.69000244140625,82.69000244140625,82.69000244140625,330,0.0,0.0
2025-01-06 10:31:00-05:00,82.69000244140625,82.69000244140625,82.68000030517578,82.68000030517578,1083,0.0,0.0
2025-01-06 10:32:00-05:00,82.70999908447266,82.70999908447266,82.70999908447266,82.70999908447266,828,0.0,0.0
2025-01-06 10:33:00-05:00,82.83499908447266,82.83499908447266,82.72000122070312,82.83499908447266,2276,0.0,0.0
2025-01-06 10:34:00-05:00,82.75,82.94999694824219,82.7300033569336,82.83499908447266,1241,0.0,0.0
2025-01-06 10:35:00-05:00,82.68000030517578,82.68000030517578,82.5199966430664,82.5199966430664,1349,0.0,0.0
2025-01-06 10:36:00-05:00,82.5199966430664,82.5199966430664,82.44000244140625,82.44000244140625,2146,0.0,0.0
2025-01-06 10:39:00-05:00,82.44999694824219,82.44999694824219,82.44999694824219,82.44999694824219,268,0.0,0.0
2025-01-06 10:40:00-05:00,82.6050033569336,82.625,82.48999786376953,82.48999786376953,1582,0.0,0.0
2025-01-06 10:42:00-05:00,82.48999786376953,82.48999786376953,82.48999786376953,82.48999786376953,748,0.0,0.0
2025-01-06 10:44:00-05:00,82.62999725341797,82.77999877929688,82.51000213623047,82.77999877929688,5617,0.0,0.0
2025-01-06 10:45:00-05:00,82.77999877929688,82.8949966430664,82.77999877929688,82.8949966430664,970,0.0,0.0
2025-01-06 10:46:00-05:00,83.08000183105469,83.08000183105469,82.9749984741211,82.9749984741211,1057,0.0,0.0
2025-01-06 10:50:00-05:00,83.05999755859375,83.08999633789062,82.98500061035156,82.99250030517578,1856,0.0,0.0
2025-01-06 10:53:00-05:00,83.00499725341797,83.00499725341797,83.00499725341797,83.00499725341797,176,0.0,0.0
2025-01-06 10:54:00-05:00,83.00499725341797,83.01499938964844,82.88999938964844,82.88999938964844,1336,0.0,0.0
2025-01-06 10:56:00-05:00,83.0,83.0,83.0,83.0,227,0.0,0.0
2025-01-06 10:57:00-05:00,82.98999786376953,83.0,82.9800033569336,83.0,1272,0.0,0.0
2025-01-06 10:58:00-05:00,82.91999816894531,82.91999816894531,82.91999816894531,82.91999816894531,213,0.0,0.0
2025-01-06 10:59:00-05:00,83.01000213623047,83.01000213623047,83.01000213623047,83.01000213623047,412,0.0,0.0
2025-01-06 11:00:00-05:00,83.07499694824219,83.07499694824219,83.07499694824219,83.07499694824219,526,0.0,0.0
2025-01-06 11:03:00-05:00,83.08000183105469,83.08000183105469,83.08000183105469,83.08000183105469,505,0.0,0.0
2025-01-06 11:04:00-05:00,83.08000183105469,83.08000183105469,83.08000183105469,83.08000183105469,690,0.0,0.0
2025-01-06 11:06:00-05:00,83.02999877929688,83.02999877929688,83.02999877929688,83.02999877929688,1546,0.0,0.0
2025-01-06 11:11:00-05:00,83.0199966430664,83.0199966430664,83.0199966430664,83.0199966430664,771,0.0,0.0
2025-01-06 11:13:00-05:00,83.0999984741211,83.1500015258789,83.0999984741211,83.1500015258789,3964,0.0,0.0
2025-01-06 11:14:00-05:00,83.20999908447266,83.22000122070312,83.20999908447266,83.22000122070312,756,0.0,0.0
2025-01-06 11:15:00-05:00,83.33999633789062,83.33999633789062,83.0,83.0199966430664,4701,0.0,0.0
2025-01-06 11:18:00-05:00,83.02999877929688,83.02999877929688,83.0199966430664,83.0199966430664,774,0.0,0.0
2025-01-06 11:22:00-05:00,83.01329803466797,83.01329803466797,83.01329803466797,83.01329803466797,299,0.0,0.0
2025-01-06 11:23:00-05:00,82.91999816894531,82.91999816894531,82.91999816894531,82.91999816894531,182,0.0,0.0
2025-01-06 11:24:00-05:00,82.91000366210938,82.91000366210938,82.91000366210938,82.91000366210938,646,0.0,0.0
2025-01-06 11:28:00-05:00,82.93000030517578,82.93000030517578,82.93000030517578,82.93000030517578,952,0.0,0.0
